id,text,aspect,aspect_term,sentiment
11152,Design looks premium,design,design,positive
11153,Performance is laggy,performance,performance,negative
11154,Delivery was late,delivery,delivery,negative
11155,Battery life is excellent,battery,battery,positive
11156,Camera quality is great,camera,camera,positive
11157,Design feels cheap,design,design,negative
11158,Performance is smooth,performance,performance,positive
11159,Price is reasonable,price,price,positive
11160,The service was quick,service,service,positive
11161,Performance is laggy,performance,performance,negative
11162,Price is too high,price,price,negative
11163,The food was terrible,food,food,negative
11164,Design looks premium,design,design,positive
11165,Camera quality is great,camera,camera,positive
11166,Delivery was fast,delivery,delivery,positive
11167,The service was slow,service,service,negative
11168,The service was quick,service,service,positive
11169,Camera quality is great,camera,camera,positive
11170,The food was terrible,food,food,negative
11171,Battery life is excellent,battery,battery,positive
11172,Design looks premium,design,design,positive
11173,The food was terrible,food,food,negative
11174,Battery life is excellent,battery,battery,positive
11175,Design feels cheap,design,design,negative
11176,Design looks premium,design,design,positive
11177,The food was terrible,food,food,negative
11178,Performance is smooth,performance,performance,positive
11179,Camera is disappointing,camera,camera,negative
11180,Performance is laggy,performance,performance,negative
11181,The service was slow,service,service,negative
11182,Camera quality is great,camera,camera,positive
11183,Camera quality is great,camera,camera,positive
11184,Performance is laggy,performance,performance,negative
11185,The service was slow,service,service,negative
11186,Camera quality is great,camera,camera,positive
11187,The food was terrible,food,food,negative
11188,Design feels cheap,design,design,negative
11189,The service was quick,service,service,positive
11190,Delivery was fast,delivery,delivery,positive
11191,Camera quality is great,camera,camera,positive
11192,Price is reasonable,price,price,positive
11193,Battery drains quickly,battery,battery,positive
11194,Battery life is excellent,battery,battery,positive
11195,Price is too high,price,price,negative
11196,Camera is disappointing,camera,camera,negative
11197,Design feels cheap,design,design,negative
11198,Delivery was late,delivery,delivery,negative
11199,The service was slow,service,service,negative
11200,Camera quality is great,camera,camera,positive
11201,Price is too high,price,price,negative
11202,Delivery was fast,delivery,delivery,positive
11203,The food was delicious,food,food,positive
11204,Camera quality is great,camera,camera,positive
11205,Delivery was late,delivery,delivery,negative
11206,Battery life is excellent,battery,battery,positive
11207,Delivery was late,delivery,delivery,negative
11208,Battery drains quickly,battery,battery,positive
11209,The service was quick,service,service,positive
11210,Battery life is excellent,battery,battery,positive
11211,Delivery was fast,delivery,delivery,positive
11212,The service was quick,service,service,positive
11213,Price is reasonable,price,price,positive
11214,The food was delicious,food,food,positive
11215,Delivery was late,delivery,delivery,negative
11216,Design feels cheap,design,design,negative
11217,The food was delicious,food,food,positive
11218,Design feels cheap,design,design,negative
11219,Price is too high,price,price,negative
11220,Design looks premium,design,design,positive
11221,Delivery was fast,delivery,delivery,positive
11222,Camera is disappointing,camera,camera,negative
11223,The food was delicious,food,food,positive
11224,Battery drains quickly,battery,battery,positive
11225,Design looks premium,design,design,positive
11226,Delivery was fast,delivery,delivery,positive
11227,Price is reasonable,price,price,positive
11228,The food was terrible,food,food,negative
11229,Camera is disappointing,camera,camera,negative
11230,Design feels cheap,design,design,negative
11231,The food was delicious,food,food,positive
11232,The service was slow,service,service,negative
11233,The service was quick,service,service,positive
11234,Camera is disappointing,camera,camera,negative
11235,Design feels cheap,design,design,negative
11236,The service was slow,service,service,negative
11237,The food was delicious,food,food,positive
11238,Battery life is excellent,battery,battery,positive
11239,Delivery was late,delivery,delivery,negative
11240,Design feels cheap,design,design,negative
11241,Price is reasonable,price,price,positive
11242,Delivery was late,delivery,delivery,negative
11243,The food was delicious,food,food,positive
11244,Battery drains quickly,battery,battery,positive
11245,Design feels cheap,design,design,negative
11246,Price is reasonable,price,price,positive
11247,The food was terrible,food,food,negative
11248,The food was terrible,food,food,negative
11249,Camera is disappointing,camera,camera,negative
11250,Performance is smooth,performance,performance,positive
11251,Battery drains quickly,battery,battery,positive
11252,Price is too high,price,price,negative
11253,Delivery was late,delivery,delivery,negative
11254,Design looks premium,design,design,positive
11255,The service was quick,service,service,positive
11256,Performance is smooth,performance,performance,positive
11257,Performance is laggy,performance,performance,negative
11258,Battery drains quickly,battery,battery,positive
11259,Delivery was fast,delivery,delivery,positive
11260,Performance is smooth,performance,performance,positive
11261,Battery drains quickly,battery,battery,positive
11262,The service was quick,service,service,positive
11263,Camera is disappointing,camera,camera,negative
11264,Camera is disappointing,camera,camera,negative
11265,Design feels cheap,design,design,negative
11266,Battery life is excellent,battery,battery,positive
11267,The food was terrible,food,food,negative
11268,Price is too high,price,price,negative
11269,Delivery was fast,delivery,delivery,positive
11270,Battery life is excellent,battery,battery,positive
11271,Price is too high,price,price,negative
11272,Battery drains quickly,battery,battery,positive
11273,Design feels cheap,design,design,negative
11274,The service was slow,service,service,negative
11275,Battery life is excellent,battery,battery,positive
11276,Delivery was fast,delivery,delivery,positive
11277,The food was terrible,food,food,negative
11278,Camera is disappointing,camera,camera,negative
11279,Battery drains quickly,battery,battery,positive
11280,Camera is disappointing,camera,camera,negative
11281,Design feels cheap,design,design,negative
11282,Price is too high,price,price,negative
11283,Price is reasonable,price,price,positive
11284,The service was quick,service,service,positive
11285,Delivery was late,delivery,delivery,negative
11286,The service was quick,service,service,positive
11287,Performance is smooth,performance,performance,positive
11288,Design looks premium,design,design,positive
11289,Design feels cheap,design,design,negative
11290,Performance is laggy,performance,performance,negative
11291,Price is too high,price,price,negative
11292,The food was delicious,food,food,positive
11293,Delivery was late,delivery,delivery,negative
11294,Camera is disappointing,camera,camera,negative
11295,The food was terrible,food,food,negative
11296,Camera is disappointing,camera,camera,negative
11297,Performance is laggy,performance,performance,negative
11298,Performance is laggy,performance,performance,negative
11299,Battery drains quickly,battery,battery,positive
11300,Performance is smooth,performance,performance,positive
11301,Design looks premium,design,design,positive
11302,Camera is disappointing,camera,camera,negative
11303,Performance is smooth,performance,performance,positive
11304,The service was slow,service,service,negative
11305,Camera is disappointing,camera,camera,negative
11306,Design feels cheap,design,design,negative
11307,Design looks premium,design,design,positive
11308,Performance is laggy,performance,performance,negative
11309,Delivery was late,delivery,delivery,negative
11310,The food was terrible,food,food,negative
11311,Camera is disappointing,camera,camera,negative
11312,Delivery was fast,delivery,delivery,positive
11313,Battery life is excellent,battery,battery,positive
11314,Camera quality is great,camera,camera,positive
11315,Delivery was fast,delivery,delivery,positive
11316,Performance is laggy,performance,performance,negative
11317,Price is too high,price,price,negative
11318,Battery drains quickly,battery,battery,positive
11319,Design feels cheap,design,design,negative
11320,The service was slow,service,service,negative
11321,The food was terrible,food,food,negative
11322,The food was delicious,food,food,positive
11323,The food was terrible,food,food,negative
11324,Performance is smooth,performance,performance,positive
11325,Battery drains quickly,battery,battery,positive
11326,Camera is disappointing,camera,camera,negative
11327,Performance is smooth,performance,performance,positive
11328,Design feels cheap,design,design,negative
11329,The food was delicious,food,food,positive
11330,Battery life is excellent,battery,battery,positive
11331,The food was delicious,food,food,positive
11332,Performance is smooth,performance,performance,positive
11333,The food was terrible,food,food,negative
11334,Performance is smooth,performance,performance,positive
11335,Battery life is excellent,battery,battery,positive
11336,Performance is laggy,performance,performance,negative
11337,Design looks premium,design,design,positive
11338,Battery drains quickly,battery,battery,positive
11339,The food was delicious,food,food,positive
11340,The service was quick,service,service,positive
11341,The food was delicious,food,food,positive
11342,The service was slow,service,service,negative
11343,Camera quality is great,camera,camera,positive
11344,The food was delicious,food,food,positive
11345,Performance is laggy,performance,performance,negative
11346,Delivery was late,delivery,delivery,negative
11347,Battery life is excellent,battery,battery,positive
11348,Delivery was late,delivery,delivery,negative
11349,The service was slow,service,service,negative
11350,Price is reasonable,price,price,positive
11351,Price is too high,price,price,negative
11352,Performance is smooth,performance,performance,positive
11353,The food was terrible,food,food,negative
11354,Performance is smooth,performance,performance,positive
11355,Delivery was late,delivery,delivery,negative
11356,Price is reasonable,price,price,positive
11357,Performance is laggy,performance,performance,negative
11358,Price is reasonable,price,price,positive
11359,The service was slow,service,service,negative
11360,The food was terrible,food,food,negative
11361,The service was quick,service,service,positive
11362,Battery life is excellent,battery,battery,positive
11363,Performance is smooth,performance,performance,positive
11364,Camera quality is great,camera,camera,positive
11365,Design looks premium,design,design,positive
11366,Performance is laggy,performance,performance,negative
11367,Performance is laggy,performance,performance,negative
11368,Price is reasonable,price,price,positive
11369,Price is reasonable,price,price,positive
11370,The food was delicious,food,food,positive
11371,The food was terrible,food,food,negative
11372,Camera quality is great,camera,camera,positive
11373,Delivery was late,delivery,delivery,negative
11374,Price is too high,price,price,negative
11375,Battery life is excellent,battery,battery,positive
11376,The service was quick,service,service,positive
11377,Delivery was late,delivery,delivery,negative
11378,Price is too high,price,price,negative
11379,Design feels cheap,design,design,negative
11380,Price is too high,price,price,negative
11381,Delivery was fast,delivery,delivery,positive
11382,Design feels cheap,design,design,negative
11383,The food was terrible,food,food,negative
11384,Battery life is excellent,battery,battery,positive
11385,The service was quick,service,service,positive
11386,Battery drains quickly,battery,battery,positive
11387,Battery drains quickly,battery,battery,positive
11388,Delivery was fast,delivery,delivery,positive
11389,Battery drains quickly,battery,battery,positive
11390,The service was quick,service,service,positive
11391,The food was delicious,food,food,positive
11392,Design feels cheap,design,design,negative
11393,Camera quality is great,camera,camera,positive
11394,The food was terrible,food,food,negative
11395,The service was slow,service,service,negative
11396,Camera is disappointing,camera,camera,negative
11397,Price is too high,price,price,negative
11398,Camera is disappointing,camera,camera,negative
11399,Price is too high,price,price,negative
11400,Camera quality is great,camera,camera,positive
11401,Design looks premium,design,design,positive
11402,Battery drains quickly,battery,battery,positive
11403,Price is reasonable,price,price,positive
11404,Delivery was fast,delivery,delivery,positive
11405,Performance is smooth,performance,performance,positive
11406,Delivery was late,delivery,delivery,negative
11407,The service was slow,service,service,negative
11408,The food was terrible,food,food,negative
11409,Delivery was late,delivery,delivery,negative
11410,Price is reasonable,price,price,positive
11411,Performance is laggy,performance,performance,negative
11412,The food was terrible,food,food,negative
11413,Performance is laggy,performance,performance,negative
11414,Performance is smooth,performance,performance,positive
11415,The service was slow,service,service,negative
11416,Camera quality is great,camera,camera,positive
11417,Performance is smooth,performance,performance,positive
11418,The food was delicious,food,food,positive
11419,Camera quality is great,camera,camera,positive
11420,Delivery was fast,delivery,delivery,positive
11421,The food was delicious,food,food,positive
11422,Camera quality is great,camera,camera,positive
11423,The food was terrible,food,food,negative
11424,The service was slow,service,service,negative
11425,Design feels cheap,design,design,negative
11426,Price is too high,price,price,negative
11427,Camera is disappointing,camera,camera,negative
11428,Delivery was fast,delivery,delivery,positive
11429,Camera quality is great,camera,camera,positive
11430,Delivery was fast,delivery,delivery,positive
11431,Camera quality is great,camera,camera,positive
11432,The service was quick,service,service,positive
11433,Delivery was fast,delivery,delivery,positive
11434,The service was slow,service,service,negative
11435,Design feels cheap,design,design,negative
11436,Camera quality is great,camera,camera,positive
11437,Delivery was fast,delivery,delivery,positive
11438,Delivery was late,delivery,delivery,negative
11439,Delivery was late,delivery,delivery,negative
11440,Design feels cheap,design,design,negative
11441,Performance is laggy,performance,performance,negative
11442,Design feels cheap,design,design,negative
11443,Performance is smooth,performance,performance,positive
11444,Price is too high,price,price,negative
11445,Price is reasonable,price,price,positive
11446,Battery life is excellent,battery,battery,positive
11447,Delivery was late,delivery,delivery,negative
11448,Price is too high,price,price,negative
11449,Battery drains quickly,battery,battery,positive
11450,The food was terrible,food,food,negative
11451,Camera quality is great,camera,camera,positive
11452,Camera is disappointing,camera,camera,negative
11453,The food was terrible,food,food,negative
11454,Delivery was late,delivery,delivery,negative
11455,Battery drains quickly,battery,battery,positive
11456,Design feels cheap,design,design,negative
11457,Performance is laggy,performance,performance,negative
11458,Delivery was fast,delivery,delivery,positive
11459,Design feels cheap,design,design,negative
11460,Design looks premium,design,design,positive
11461,Delivery was fast,delivery,delivery,positive
11462,Battery life is excellent,battery,battery,positive
11463,The food was terrible,food,food,negative
11464,Performance is laggy,performance,performance,negative
11465,The service was quick,service,service,positive
11466,Battery drains quickly,battery,battery,positive
11467,Performance is smooth,performance,performance,positive
11468,The food was terrible,food,food,negative
11469,Design looks premium,design,design,positive
11470,The service was slow,service,service,negative
11471,The service was slow,service,service,negative
11472,Performance is laggy,performance,performance,negative
11473,Delivery was fast,delivery,delivery,positive
11474,Design feels cheap,design,design,negative
11475,Camera quality is great,camera,camera,positive
11476,Price is reasonable,price,price,positive
11477,Price is too high,price,price,negative
11478,Price is too high,price,price,negative
11479,Price is reasonable,price,price,positive
11480,Delivery was late,delivery,delivery,negative
11481,Delivery was late,delivery,delivery,negative
11482,Design looks premium,design,design,positive
11483,Camera is disappointing,camera,camera,negative
11484,Price is too high,price,price,negative
11485,Design looks premium,design,design,positive
11486,Performance is laggy,performance,performance,negative
11487,Price is too high,price,price,negative
11488,Performance is laggy,performance,performance,negative
11489,The service was quick,service,service,positive
11490,Delivery was late,delivery,delivery,negative
11491,Price is too high,price,price,negative
11492,The service was slow,service,service,negative
11493,Performance is laggy,performance,performance,negative
11494,Delivery was late,delivery,delivery,negative
11495,The service was quick,service,service,positive
11496,Camera quality is great,camera,camera,positive
11497,Delivery was late,delivery,delivery,negative
11498,The service was slow,service,service,negative
11499,Delivery was late,delivery,delivery,negative
11500,The service was quick,service,service,positive
11501,Design looks premium,design,design,positive
11502,Camera is disappointing,camera,camera,negative
11503,Design looks premium,design,design,positive
11504,Price is reasonable,price,price,positive
11505,Price is too high,price,price,negative
11506,Price is too high,price,price,negative
11507,Performance is smooth,performance,performance,positive
11508,Performance is smooth,performance,performance,positive
11509,Battery life is excellent,battery,battery,positive
11510,Price is too high,price,price,negative
11511,Design feels cheap,design,design,negative
11512,The food was delicious,food,food,positive
11513,Design feels cheap,design,design,negative
11514,Camera is disappointing,camera,camera,negative
11515,Price is reasonable,price,price,positive
11516,Price is too high,price,price,negative
11517,Price is too high,price,price,negative
11518,Battery drains quickly,battery,battery,positive
11519,Design looks premium,design,design,positive
11520,Battery life is excellent,battery,battery,positive
11521,Price is reasonable,price,price,positive
11522,Design feels cheap,design,design,negative
11523,Performance is laggy,performance,performance,negative
11524,Design looks premium,design,design,positive
11525,Camera is disappointing,camera,camera,negative
11526,Design feels cheap,design,design,negative
11527,The service was slow,service,service,negative
11528,The food was terrible,food,food,negative
11529,Battery life is excellent,battery,battery,positive
11530,Battery drains quickly,battery,battery,positive
11531,Performance is smooth,performance,performance,positive
11532,Delivery was fast,delivery,delivery,positive
11533,Price is too high,price,price,negative
11534,The food was delicious,food,food,positive
11535,Price is too high,price,price,negative
11536,Camera is disappointing,camera,camera,negative
11537,Performance is smooth,performance,performance,positive
11538,Performance is smooth,performance,performance,positive
11539,Camera is disappointing,camera,camera,negative
11540,Camera is disappointing,camera,camera,negative
11541,Performance is laggy,performance,performance,negative
11542,The service was quick,service,service,positive
11543,The service was quick,service,service,positive
11544,The service was slow,service,service,negative
11545,Design looks premium,design,design,positive
11546,Price is too high,price,price,negative
11547,Delivery was late,delivery,delivery,negative
11548,Performance is laggy,performance,performance,negative
11549,Performance is smooth,performance,performance,positive
11550,Delivery was late,delivery,delivery,negative
11551,Design feels cheap,design,design,negative
11552,Design feels cheap,design,design,negative
11553,Delivery was late,delivery,delivery,negative
11554,Camera is disappointing,camera,camera,negative
11555,Performance is laggy,performance,performance,negative
11556,Design feels cheap,design,design,negative
11557,Camera quality is great,camera,camera,positive
11558,Camera quality is great,camera,camera,positive
11559,Price is too high,price,price,negative
11560,Delivery was fast,delivery,delivery,positive
11561,The service was slow,service,service,negative
11562,Battery drains quickly,battery,battery,positive
11563,Battery life is excellent,battery,battery,positive
11564,Performance is smooth,performance,performance,positive
11565,Delivery was late,delivery,delivery,negative
11566,The food was terrible,food,food,negative
11567,Price is too high,price,price,negative
11568,Performance is laggy,performance,performance,negative
11569,Battery drains quickly,battery,battery,positive
11570,The service was slow,service,service,negative
11571,Price is too high,price,price,negative
11572,Performance is laggy,performance,performance,negative
11573,Camera quality is great,camera,camera,positive
11574,Design looks premium,design,design,positive
11575,The service was slow,service,service,negative
11576,Camera is disappointing,camera,camera,negative
11577,The food was terrible,food,food,negative
11578,Design feels cheap,design,design,negative
11579,Battery drains quickly,battery,battery,positive
11580,Design feels cheap,design,design,negative
11581,Delivery was late,delivery,delivery,negative
11582,Camera is disappointing,camera,camera,negative
11583,Delivery was fast,delivery,delivery,positive
11584,Design feels cheap,design,design,negative
11585,Performance is smooth,performance,performance,positive
11586,Delivery was late,delivery,delivery,negative
11587,Price is reasonable,price,price,positive
11588,Delivery was fast,delivery,delivery,positive
11589,Delivery was fast,delivery,delivery,positive
11590,Price is too high,price,price,negative
11591,Battery life is excellent,battery,battery,positive
11592,Delivery was late,delivery,delivery,negative
11593,The food was terrible,food,food,negative
11594,Design looks premium,design,design,positive
11595,Performance is smooth,performance,performance,positive
11596,Price is too high,price,price,negative
11597,Performance is smooth,performance,performance,positive
11598,Battery life is excellent,battery,battery,positive
11599,Price is reasonable,price,price,positive
11600,The service was quick,service,service,positive
11601,Performance is laggy,performance,performance,negative
11602,Camera quality is great,camera,camera,positive
11603,Design feels cheap,design,design,negative
11604,Battery drains quickly,battery,battery,positive
11605,Price is reasonable,price,price,positive
11606,Battery life is excellent,battery,battery,positive
11607,The food was terrible,food,food,negative
11608,The food was delicious,food,food,positive
11609,The service was slow,service,service,negative
11610,Battery drains quickly,battery,battery,positive
11611,Battery life is excellent,battery,battery,positive
11612,Battery drains quickly,battery,battery,positive
11613,The food was terrible,food,food,negative
11614,Price is too high,price,price,negative
11615,Delivery was fast,delivery,delivery,positive
11616,Battery life is excellent,battery,battery,positive
11617,Design feels cheap,design,design,negative
11618,Camera quality is great,camera,camera,positive
11619,Battery life is excellent,battery,battery,positive
11620,The food was terrible,food,food,negative
11621,Camera quality is great,camera,camera,positive
11622,Price is too high,price,price,negative
11623,The service was quick,service,service,positive
11624,Battery life is excellent,battery,battery,positive
11625,The service was slow,service,service,negative
11626,The service was slow,service,service,negative
11627,Performance is laggy,performance,performance,negative
11628,Design looks premium,design,design,positive
11629,Price is too high,price,price,negative
11630,Battery life is excellent,battery,battery,positive
11631,Camera quality is great,camera,camera,positive
11632,Delivery was fast,delivery,delivery,positive
11633,The service was quick,service,service,positive
11634,Camera is disappointing,camera,camera,negative
11635,Camera quality is great,camera,camera,positive
11636,Delivery was fast,delivery,delivery,positive
11637,Design feels cheap,design,design,negative
11638,The food was terrible,food,food,negative
11639,Camera quality is great,camera,camera,positive
11640,Battery drains quickly,battery,battery,positive
11641,Price is too high,price,price,negative
11642,Performance is laggy,performance,performance,negative
11643,Price is reasonable,price,price,positive
11644,The service was quick,service,service,positive
11645,The service was quick,service,service,positive
11646,Delivery was late,delivery,delivery,negative
11647,Delivery was late,delivery,delivery,negative
11648,The food was terrible,food,food,negative
11649,Delivery was fast,delivery,delivery,positive
11650,The service was quick,service,service,positive
11651,The service was slow,service,service,negative
11652,Battery life is excellent,battery,battery,positive
11653,Design looks premium,design,design,positive
11654,Design looks premium,design,design,positive
11655,Performance is smooth,performance,performance,positive
11656,The food was terrible,food,food,negative
11657,Delivery was late,delivery,delivery,negative
11658,Performance is smooth,performance,performance,positive
11659,The service was slow,service,service,negative
11660,Camera is disappointing,camera,camera,negative
11661,Price is too high,price,price,negative
11662,Battery life is excellent,battery,battery,positive
11663,Delivery was late,delivery,delivery,negative
11664,Design looks premium,design,design,positive
11665,The service was slow,service,service,negative
11666,Delivery was fast,delivery,delivery,positive
11667,Design feels cheap,design,design,negative
11668,Price is reasonable,price,price,positive
11669,Price is reasonable,price,price,positive
11670,The service was quick,service,service,positive
11671,The food was terrible,food,food,negative
11672,Performance is smooth,performance,performance,positive
11673,Design feels cheap,design,design,negative
11674,Performance is smooth,performance,performance,positive
11675,Battery life is excellent,battery,battery,positive
11676,Performance is smooth,performance,performance,positive
11677,Design looks premium,design,design,positive
11678,The service was quick,service,service,positive
11679,Performance is laggy,performance,performance,negative
11680,Price is reasonable,price,price,positive
11681,Performance is smooth,performance,performance,positive
11682,Delivery was fast,delivery,delivery,positive
11683,The service was slow,service,service,negative
11684,The food was delicious,food,food,positive
11685,Camera quality is great,camera,camera,positive
11686,Performance is smooth,performance,performance,positive
11687,Design looks premium,design,design,positive
11688,Performance is laggy,performance,performance,negative
11689,The service was quick,service,service,positive
11690,Design feels cheap,design,design,negative
11691,Price is reasonable,price,price,positive
11692,Battery drains quickly,battery,battery,positive
11693,The service was quick,service,service,positive
11694,Delivery was fast,delivery,delivery,positive
11695,Design feels cheap,design,design,negative
11696,Design feels cheap,design,design,negative
11697,Camera is disappointing,camera,camera,negative
11698,Delivery was late,delivery,delivery,negative
11699,Battery life is excellent,battery,battery,positive
11700,Design looks premium,design,design,positive
11701,Design looks premium,design,design,positive
11702,Battery drains quickly,battery,battery,positive
11703,Battery life is excellent,battery,battery,positive
11704,Camera quality is great,camera,camera,positive
11705,The service was quick,service,service,positive
11706,Design feels cheap,design,design,negative
11707,Delivery was late,delivery,delivery,negative
11708,Battery life is excellent,battery,battery,positive
11709,Battery life is excellent,battery,battery,positive
11710,Delivery was fast,delivery,delivery,positive
11711,Price is reasonable,price,price,positive
11712,Battery drains quickly,battery,battery,positive
11713,The service was slow,service,service,negative
11714,The food was delicious,food,food,positive
11715,Camera quality is great,camera,camera,positive
11716,Price is reasonable,price,price,positive
11717,Performance is smooth,performance,performance,positive
11718,Performance is laggy,performance,performance,negative
11719,Battery life is excellent,battery,battery,positive
11720,Performance is laggy,performance,performance,negative
11721,Performance is smooth,performance,performance,positive
11722,Camera quality is great,camera,camera,positive
11723,Battery drains quickly,battery,battery,positive
11724,Performance is smooth,performance,performance,positive
11725,The service was quick,service,service,positive
11726,Performance is smooth,performance,performance,positive
11727,Battery life is excellent,battery,battery,positive
11728,Camera is disappointing,camera,camera,negative
11729,Performance is smooth,performance,performance,positive
11730,Performance is smooth,performance,performance,positive
11731,Price is reasonable,price,price,positive
11732,Delivery was late,delivery,delivery,negative
11733,The service was quick,service,service,positive
11734,Performance is smooth,performance,performance,positive
11735,The service was slow,service,service,negative
11736,Design looks premium,design,design,positive
11737,The food was terrible,food,food,negative
11738,The food was terrible,food,food,negative
11739,Delivery was fast,delivery,delivery,positive
11740,Delivery was fast,delivery,delivery,positive
11741,Performance is laggy,performance,performance,negative
11742,The food was terrible,food,food,negative
11743,The food was delicious,food,food,positive
11744,Delivery was fast,delivery,delivery,positive
11745,Camera is disappointing,camera,camera,negative
11746,Camera is disappointing,camera,camera,negative
11747,Battery life is excellent,battery,battery,positive
11748,The food was terrible,food,food,negative
11749,The food was terrible,food,food,negative
11750,Battery drains quickly,battery,battery,positive
11751,Performance is laggy,performance,performance,negative
11752,Performance is laggy,performance,performance,negative
11753,Delivery was fast,delivery,delivery,positive
11754,The food was delicious,food,food,positive
11755,Battery life is excellent,battery,battery,positive
11756,Price is too high,price,price,negative
11757,The food was delicious,food,food,positive
11758,Delivery was late,delivery,delivery,negative
11759,The food was terrible,food,food,negative
11760,The service was quick,service,service,positive
11761,Delivery was fast,delivery,delivery,positive
11762,Camera quality is great,camera,camera,positive
11763,The food was delicious,food,food,positive
11764,Battery life is excellent,battery,battery,positive
11765,Performance is smooth,performance,performance,positive
11766,Camera quality is great,camera,camera,positive
11767,The service was quick,service,service,positive
11768,Design looks premium,design,design,positive
11769,Price is too high,price,price,negative
11770,Design looks premium,design,design,positive
11771,Price is too high,price,price,negative
11772,Performance is laggy,performance,performance,negative
11773,Price is reasonable,price,price,positive
11774,The service was quick,service,service,positive
11775,Battery drains quickly,battery,battery,positive
11776,The service was quick,service,service,positive
11777,Battery drains quickly,battery,battery,positive
11778,Price is too high,price,price,negative
11779,The food was delicious,food,food,positive
11780,Delivery was late,delivery,delivery,negative
11781,Delivery was fast,delivery,delivery,positive
11782,Battery drains quickly,battery,battery,positive
11783,Delivery was late,delivery,delivery,negative
11784,Design looks premium,design,design,positive
11785,Performance is laggy,performance,performance,negative
11786,Battery drains quickly,battery,battery,positive
11787,The food was terrible,food,food,negative
11788,Camera is disappointing,camera,camera,negative
11789,Design looks premium,design,design,positive
11790,Performance is laggy,performance,performance,negative
11791,The service was quick,service,service,positive
11792,Design looks premium,design,design,positive
11793,The food was terrible,food,food,negative
11794,Price is too high,price,price,negative
11795,Delivery was late,delivery,delivery,negative
11796,Battery life is excellent,battery,battery,positive
11797,Camera is disappointing,camera,camera,negative
11798,The food was delicious,food,food,positive
11799,The service was quick,service,service,positive
11800,Design looks premium,design,design,positive
11801,Design looks premium,design,design,positive
11802,Camera quality is great,camera,camera,positive
11803,Battery life is excellent,battery,battery,positive
11804,Price is too high,price,price,negative
11805,Battery drains quickly,battery,battery,positive
11806,Design looks premium,design,design,positive
11807,Performance is smooth,performance,performance,positive
11808,Battery life is excellent,battery,battery,positive
11809,Design feels cheap,design,design,negative
11810,Battery life is excellent,battery,battery,positive
11811,Performance is smooth,performance,performance,positive
11812,Camera quality is great,camera,camera,positive
11813,Performance is laggy,performance,performance,negative
11814,Performance is laggy,performance,performance,negative
11815,Battery life is excellent,battery,battery,positive
11816,Performance is smooth,performance,performance,positive
11817,The service was quick,service,service,positive
11818,The food was delicious,food,food,positive
11819,Camera quality is great,camera,camera,positive
11820,Design looks premium,design,design,positive
11821,Price is too high,price,price,negative
11822,Price is reasonable,price,price,positive
11823,Design feels cheap,design,design,negative
11824,Performance is smooth,performance,performance,positive
11825,Performance is laggy,performance,performance,negative
11826,Performance is laggy,performance,performance,negative
11827,Performance is smooth,performance,performance,positive
11828,Camera quality is great,camera,camera,positive
11829,Performance is smooth,performance,performance,positive
11830,Performance is laggy,performance,performance,negative
11831,The food was terrible,food,food,negative
11832,Performance is smooth,performance,performance,positive
11833,Price is too high,price,price,negative
11834,Battery life is excellent,battery,battery,positive
11835,Battery life is excellent,battery,battery,positive
11836,Battery life is excellent,battery,battery,positive
11837,The service was quick,service,service,positive
11838,Delivery was late,delivery,delivery,negative
11839,Camera is disappointing,camera,camera,negative
11840,The food was delicious,food,food,positive
11841,Design feels cheap,design,design,negative
11842,The service was quick,service,service,positive
11843,Price is too high,price,price,negative
11844,Battery life is excellent,battery,battery,positive
11845,Camera quality is great,camera,camera,positive
11846,Delivery was fast,delivery,delivery,positive
11847,The food was delicious,food,food,positive
11848,Delivery was fast,delivery,delivery,positive
11849,Performance is laggy,performance,performance,negative
11850,The food was delicious,food,food,positive
11851,Price is reasonable,price,price,positive
11852,Price is too high,price,price,negative
11853,Performance is laggy,performance,performance,negative
11854,The service was quick,service,service,positive
11855,The food was delicious,food,food,positive
11856,Battery life is excellent,battery,battery,positive
11857,The service was slow,service,service,negative
11858,The service was quick,service,service,positive
11859,Performance is smooth,performance,performance,positive
11860,Camera is disappointing,camera,camera,negative
11861,Price is reasonable,price,price,positive
11862,Camera quality is great,camera,camera,positive
11863,Delivery was late,delivery,delivery,negative
11864,Design feels cheap,design,design,negative
11865,The food was terrible,food,food,negative
11866,Design feels cheap,design,design,negative
11867,Performance is laggy,performance,performance,negative
11868,Price is reasonable,price,price,positive
11869,Battery life is excellent,battery,battery,positive
11870,Camera is disappointing,camera,camera,negative
11871,Price is too high,price,price,negative
11872,Design feels cheap,design,design,negative
11873,Performance is laggy,performance,performance,negative
11874,The service was slow,service,service,negative
11875,Performance is laggy,performance,performance,negative
11876,Design feels cheap,design,design,negative
11877,Design looks premium,design,design,positive
11878,The food was delicious,food,food,positive
11879,Performance is laggy,performance,performance,negative
11880,Price is too high,price,price,negative
11881,The service was slow,service,service,negative
11882,Battery life is excellent,battery,battery,positive
11883,Design looks premium,design,design,positive
11884,Performance is laggy,performance,performance,negative
11885,The food was terrible,food,food,negative
11886,Price is too high,price,price,negative
11887,Delivery was late,delivery,delivery,negative
11888,Camera quality is great,camera,camera,positive
11889,Price is reasonable,price,price,positive
11890,Price is too high,price,price,negative
11891,Camera is disappointing,camera,camera,negative
11892,Price is reasonable,price,price,positive
